month_key,country_key,health_key,domestic_health_expenditure,num_hospital_beds,num_physicians,num_nurses,immunization_bcg,immunization_dpt,immunization_hepb,immunization_measles,immunization_polio,mort_infant,mort_infant_male,mort_infant_female,mort_non_communicable_disease,mort_non_communicable_disease_male,mort_non_communicable_disease_female,mort_unintentional_poison,mort_unintentional_poison_male,mort_unintentional_poison_female,mort_traffic_injury,mort_traffic_injury_male,mort_traffic_injury_female,mort_maternal,stillbirth_rate,fertility_rate
18,8,1362,1.94260073,2.66,0.6239,0.8797,95,94,93,93,94,19.4,22.1,16.6,21.9,30.2,14.5,1.1,1.8,0.4,24.5,39.3,9.9,51,10.70142715,1.899
19,8,1363,1.94260073,2.66,0.6239,0.8797,95,94,93,93,94,19.4,22.1,16.6,21.9,30.2,14.5,1.1,1.8,0.4,24.5,39.3,9.9,51,10.70142715,1.899
20,8,1364,1.94260073,2.66,0.6239,0.8797,95,94,93,93,94,19.4,22.1,16.6,21.9,30.2,14.5,1.1,1.8,0.4,24.5,39.3,9.9,51,10.70142715,1.899
21,8,1365,1.94260073,2.66,0.6239,0.8797,95,94,93,93,94,19.4,22.1,16.6,21.9,30.2,14.5,1.1,1.8,0.4,24.5,39.3,9.9,51,10.70142715,1.899
22,8,1366,1.94260073,2.66,0.6239,0.8797,95,94,93,93,94,19.4,22.1,16.6,21.9,30.2,14.5,1.1,1.8,0.4,24.5,39.3,9.9,51,10.70142715,1.899
23,8,1367,1.94260073,2.66,0.6239,0.8797,95,94,93,93,94,19.4,22.1,16.6,21.9,30.2,14.5,1.1,1.8,0.4,24.5,39.3,9.9,51,10.70142715,1.899
24,8,1368,1.94260073,2.66,0.6239,0.8797,95,94,93,93,94,19.4,22.1,16.6,21.9,30.2,14.5,1.1,1.8,0.4,24.5,39.3,9.9,51,10.70142715,1.899
25,8,1369,1.92918253,,0.6415,0.95,94,92,67,83,92,19.1,21.7,16.3,22.2,30.6,14.7,1.1,1.9,0.3,24.3,39.1,9.8,49,10.42018809,1.907
26,8,1370,1.92918253,,0.6415,0.95,94,92,67,83,92,19.1,21.7,16.3,22.2,30.6,14.7,1.1,1.9,0.3,24.3,39.1,9.8,49,10.42018809,1.907
27,8,1371,1.92918253,,0.6415,0.95,94,92,67,83,92,19.1,21.7,16.3,22.2,30.6,14.7,1.1,1.9,0.3,24.3,39.1,9.8,49,10.42018809,1.907
28,8,1372,1.92918253,,0.6415,0.95,94,92,67,83,92,19.1,21.7,16.3,22.2,30.6,14.7,1.1,1.9,0.3,24.3,39.1,9.8,49,10.42018809,1.907
29,8,1373,1.92918253,,0.6415,0.95,94,92,67,83,92,19.1,21.7,16.3,22.2,30.6,14.7,1.1,1.9,0.3,24.3,39.1,9.8,49,10.42018809,1.907
30,8,1374,1.92918253,,0.6415,0.95,94,92,67,83,92,19.1,21.7,16.3,22.2,30.6,14.7,1.1,1.9,0.3,24.3,39.1,9.8,49,10.42018809,1.907
31,8,1375,1.92918253,,0.6415,0.95,94,92,67,83,92,19.1,21.7,16.3,22.2,30.6,14.7,1.1,1.9,0.3,24.3,39.1,9.8,49,10.42018809,1.907
32,8,1376,1.92918253,,0.6415,0.95,94,92,67,83,92,19.1,21.7,16.3,22.2,30.6,14.7,1.1,1.9,0.3,24.3,39.1,9.8,49,10.42018809,1.907
33,8,1377,1.92918253,,0.6415,0.95,94,92,67,83,92,19.1,21.7,16.3,22.2,30.6,14.7,1.1,1.9,0.3,24.3,39.1,9.8,49,10.42018809,1.907
34,8,1378,1.92918253,,0.6415,0.95,94,92,67,83,92,19.1,21.7,16.3,22.2,30.6,14.7,1.1,1.9,0.3,24.3,39.1,9.8,49,10.42018809,1.907
35,8,1379,1.92918253,,0.6415,0.95,94,92,67,83,92,19.1,21.7,16.3,22.2,30.6,14.7,1.1,1.9,0.3,24.3,39.1,9.8,49,10.42018809,1.907
36,8,1380,1.92918253,,0.6415,0.95,94,92,67,83,92,19.1,21.7,16.3,22.2,30.6,14.7,1.1,1.9,0.3,24.3,39.1,9.8,49,10.42018809,1.907
37,8,1381,1.93949449,2.9,0.6648,1.0207,92,93,87,92,93,18.8,21.3,16.1,22.4,30.9,14.7,1.1,1.9,0.3,24.8,39.5,10.3,49,10.12715161,1.918
38,8,1382,1.93949449,2.9,0.6648,1.0207,92,93,87,92,93,18.8,21.3,16.1,22.4,30.9,14.7,1.1,1.9,0.3,24.8,39.5,10.3,49,10.12715161,1.918
39,8,1383,1.93949449,2.9,0.6648,1.0207,92,93,87,92,93,18.8,21.3,16.1,22.4,30.9,14.7,1.1,1.9,0.3,24.8,39.5,10.3,49,10.12715161,1.918
40,8,1384,1.93949449,2.9,0.6648,1.0207,92,93,87,92,93,18.8,21.3,16.1,22.4,30.9,14.7,1.1,1.9,0.3,24.8,39.5,10.3,49,10.12715161,1.918
41,8,1385,1.93949449,2.9,0.6648,1.0207,92,93,87,92,93,18.8,21.3,16.1,22.4,30.9,14.7,1.1,1.9,0.3,24.8,39.5,10.3,49,10.12715161,1.918
42,8,1386,1.93949449,2.9,0.6648,1.0207,92,93,87,92,93,18.8,21.3,16.1,22.4,30.9,14.7,1.1,1.9,0.3,24.8,39.5,10.3,49,10.12715161,1.918
43,8,1387,1.93949449,2.9,0.6648,1.0207,92,93,87,92,93,18.8,21.3,16.1,22.4,30.9,14.7,1.1,1.9,0.3,24.8,39.5,10.3,49,10.12715161,1.918
44,8,1388,1.93949449,2.9,0.6648,1.0207,92,93,87,92,93,18.8,21.3,16.1,22.4,30.9,14.7,1.1,1.9,0.3,24.8,39.5,10.3,49,10.12715161,1.918
45,8,1389,1.93949449,2.9,0.6648,1.0207,92,93,87,92,93,18.8,21.3,16.1,22.4,30.9,14.7,1.1,1.9,0.3,24.8,39.5,10.3,49,10.12715161,1.918
46,8,1390,1.93949449,2.9,0.6648,1.0207,92,93,87,92,93,18.8,21.3,16.1,22.4,30.9,14.7,1.1,1.9,0.3,24.8,39.5,10.3,49,10.12715161,1.918
47,8,1391,1.93949449,2.9,0.6648,1.0207,92,93,87,92,93,18.8,21.3,16.1,22.4,30.9,14.7,1.1,1.9,0.3,24.8,39.5,10.3,49,10.12715161,1.918
48,8,1392,1.93949449,2.9,0.6648,1.0207,92,93,87,92,93,18.8,21.3,16.1,22.4,30.9,14.7,1.1,1.9,0.3,24.8,39.5,10.3,49,10.12715161,1.918
49,8,1393,1.91883636,3.1,0.6982,1.1081,97,96,94,97,97,18.5,21,15.9,22.4,31,14.7,1.1,1.9,0.3,24.6,39.3,10.1,48,9.866761996,1.928
50,8,1394,1.91883636,3.1,0.6982,1.1081,97,96,94,97,97,18.5,21,15.9,22.4,31,14.7,1.1,1.9,0.3,24.6,39.3,10.1,48,9.866761996,1.928
51,8,1395,1.91883636,3.1,0.6982,1.1081,97,96,94,97,97,18.5,21,15.9,22.4,31,14.7,1.1,1.9,0.3,24.6,39.3,10.1,48,9.866761996,1.928
52,8,1396,1.91883636,3.1,0.6982,1.1081,97,96,94,97,97,18.5,21,15.9,22.4,31,14.7,1.1,1.9,0.3,24.6,39.3,10.1,48,9.866761996,1.928
53,8,1397,1.91883636,3.1,0.6982,1.1081,97,96,94,97,97,18.5,21,15.9,22.4,31,14.7,1.1,1.9,0.3,24.6,39.3,10.1,48,9.866761996,1.928
54,8,1398,1.91883636,3.1,0.6982,1.1081,97,96,94,97,97,18.5,21,15.9,22.4,31,14.7,1.1,1.9,0.3,24.6,39.3,10.1,48,9.866761996,1.928
55,8,1399,1.91883636,3.1,0.6982,1.1081,97,96,94,97,97,18.5,21,15.9,22.4,31,14.7,1.1,1.9,0.3,24.6,39.3,10.1,48,9.866761996,1.928
56,8,1400,1.91883636,3.1,0.6982,1.1081,97,96,94,97,97,18.5,21,15.9,22.4,31,14.7,1.1,1.9,0.3,24.6,39.3,10.1,48,9.866761996,1.928
57,8,1401,1.91883636,3.1,0.6982,1.1081,97,96,94,97,97,18.5,21,15.9,22.4,31,14.7,1.1,1.9,0.3,24.6,39.3,10.1,48,9.866761996,1.928
58,8,1402,1.91883636,3.1,0.6982,1.1081,97,96,94,97,97,18.5,21,15.9,22.4,31,14.7,1.1,1.9,0.3,24.6,39.3,10.1,48,9.866761996,1.928
59,8,1403,1.91883636,3.1,0.6982,1.1081,97,96,94,97,97,18.5,21,15.9,22.4,31,14.7,1.1,1.9,0.3,24.6,39.3,10.1,48,9.866761996,1.928
60,8,1404,1.91883636,3.1,0.6982,1.1081,97,96,94,97,97,18.5,21,15.9,22.4,31,14.7,1.1,1.9,0.3,24.6,39.3,10.1,48,9.866761996,1.928
61,8,1405,2.36388922,2.91,0.71,1.2327,94,93,88,98,94,18.3,20.7,15.7,22.4,30.9,14.6,1.1,1.8,0.3,25.6,40.9,10.5,47,9.618465304,1.938
62,8,1406,2.36388922,2.91,0.71,1.2327,94,93,88,98,94,18.3,20.7,15.7,22.4,30.9,14.6,1.1,1.8,0.3,25.6,40.9,10.5,47,9.618465304,1.938
63,8,1407,2.36388922,2.91,0.71,1.2327,94,93,88,98,94,18.3,20.7,15.7,22.4,30.9,14.6,1.1,1.8,0.3,25.6,40.9,10.5,47,9.618465304,1.938
64,8,1408,2.36388922,2.91,0.71,1.2327,94,93,88,98,94,18.3,20.7,15.7,22.4,30.9,14.6,1.1,1.8,0.3,25.6,40.9,10.5,47,9.618465304,1.938
65,8,1409,2.36388922,2.91,0.71,1.2327,94,93,88,98,94,18.3,20.7,15.7,22.4,30.9,14.6,1.1,1.8,0.3,25.6,40.9,10.5,47,9.618465304,1.938
66,8,1410,2.36388922,2.91,0.71,1.2327,94,93,88,98,94,18.3,20.7,15.7,22.4,30.9,14.6,1.1,1.8,0.3,25.6,40.9,10.5,47,9.618465304,1.938
67,8,1411,2.36388922,2.91,0.71,1.2327,94,93,88,98,94,18.3,20.7,15.7,22.4,30.9,14.6,1.1,1.8,0.3,25.6,40.9,10.5,47,9.618465304,1.938
68,8,1412,2.36388922,2.91,0.71,1.2327,94,93,88,98,94,18.3,20.7,15.7,22.4,30.9,14.6,1.1,1.8,0.3,25.6,40.9,10.5,47,9.618465304,1.938
69,8,1413,2.36388922,2.91,0.71,1.2327,94,93,88,98,94,18.3,20.7,15.7,22.4,30.9,14.6,1.1,1.8,0.3,25.6,40.9,10.5,47,9.618465304,1.938
70,8,1414,2.36388922,2.91,0.71,1.2327,94,93,88,98,94,18.3,20.7,15.7,22.4,30.9,14.6,1.1,1.8,0.3,25.6,40.9,10.5,47,9.618465304,1.938
71,8,1415,2.36388922,2.91,0.71,1.2327,94,93,88,98,94,18.3,20.7,15.7,22.4,30.9,14.6,1.1,1.8,0.3,25.6,40.9,10.5,47,9.618465304,1.938
72,8,1416,2.36388922,2.91,0.71,1.2327,94,93,88,98,94,18.3,20.7,15.7,22.4,30.9,14.6,1.1,1.8,0.3,25.6,40.9,10.5,47,9.618465304,1.938
73,8,1417,2.27284098,,,,98,95,95,96,96,18,20.4,15.5,22.3,30.9,14.5,1.1,1.9,0.3,25.3,40.4,10.4,47,9.4024657,1.949
74,8,1418,2.27284098,,,,98,95,95,96,96,18,20.4,15.5,22.3,30.9,14.5,1.1,1.9,0.3,25.3,40.4,10.4,47,9.4024657,1.949
75,8,1419,2.27284098,,,,98,95,95,96,96,18,20.4,15.5,22.3,30.9,14.5,1.1,1.9,0.3,25.3,40.4,10.4,47,9.4024657,1.949
76,8,1420,2.27284098,,,,98,95,95,96,96,18,20.4,15.5,22.3,30.9,14.5,1.1,1.9,0.3,25.3,40.4,10.4,47,9.4024657,1.949
77,8,1421,2.27284098,,,,98,95,95,96,96,18,20.4,15.5,22.3,30.9,14.5,1.1,1.9,0.3,25.3,40.4,10.4,47,9.4024657,1.949
78,8,1422,2.27284098,,,,98,95,95,96,96,18,20.4,15.5,22.3,30.9,14.5,1.1,1.9,0.3,25.3,40.4,10.4,47,9.4024657,1.949
79,8,1423,2.27284098,,,,98,95,95,96,96,18,20.4,15.5,22.3,30.9,14.5,1.1,1.9,0.3,25.3,40.4,10.4,47,9.4024657,1.949
80,8,1424,2.27284098,,,,98,95,95,96,96,18,20.4,15.5,22.3,30.9,14.5,1.1,1.9,0.3,25.3,40.4,10.4,47,9.4024657,1.949
81,8,1425,2.27284098,,,,98,95,95,96,96,18,20.4,15.5,22.3,30.9,14.5,1.1,1.9,0.3,25.3,40.4,10.4,47,9.4024657,1.949
82,8,1426,2.27284098,,,,98,95,95,96,96,18,20.4,15.5,22.3,30.9,14.5,1.1,1.9,0.3,25.3,40.4,10.4,47,9.4024657,1.949
83,8,1427,2.27284098,,,,98,95,95,96,96,18,20.4,15.5,22.3,30.9,14.5,1.1,1.9,0.3,25.3,40.4,10.4,47,9.4024657,1.949
84,8,1428,2.27284098,,,,98,95,95,96,96,18,20.4,15.5,22.3,30.9,14.5,1.1,1.9,0.3,25.3,40.4,10.4,47,9.4024657,1.949
85,8,1429,2.63144064,2.5,0.8209,1.4524,98,97,97,96,97,17.8,20.2,15.3,22.3,30.8,14.5,1.1,1.9,0.3,25.4,40.4,10.4,46,9.15135083,1.962
86,8,1430,2.63144064,2.5,0.8209,1.4524,98,97,97,96,97,17.8,20.2,15.3,22.3,30.8,14.5,1.1,1.9,0.3,25.4,40.4,10.4,46,9.15135083,1.962
87,8,1431,2.63144064,2.5,0.8209,1.4524,98,97,97,96,97,17.8,20.2,15.3,22.3,30.8,14.5,1.1,1.9,0.3,25.4,40.4,10.4,46,9.15135083,1.962
88,8,1432,2.63144064,2.5,0.8209,1.4524,98,97,97,96,97,17.8,20.2,15.3,22.3,30.8,14.5,1.1,1.9,0.3,25.4,40.4,10.4,46,9.15135083,1.962
89,8,1433,2.63144064,2.5,0.8209,1.4524,98,97,97,96,97,17.8,20.2,15.3,22.3,30.8,14.5,1.1,1.9,0.3,25.4,40.4,10.4,46,9.15135083,1.962
90,8,1434,2.63144064,2.5,0.8209,1.4524,98,97,97,96,97,17.8,20.2,15.3,22.3,30.8,14.5,1.1,1.9,0.3,25.4,40.4,10.4,46,9.15135083,1.962
91,8,1435,2.63144064,2.5,0.8209,1.4524,98,97,97,96,97,17.8,20.2,15.3,22.3,30.8,14.5,1.1,1.9,0.3,25.4,40.4,10.4,46,9.15135083,1.962
92,8,1436,2.63144064,2.5,0.8209,1.4524,98,97,97,96,97,17.8,20.2,15.3,22.3,30.8,14.5,1.1,1.9,0.3,25.4,40.4,10.4,46,9.15135083,1.962
93,8,1437,2.63144064,2.5,0.8209,1.4524,98,97,97,96,97,17.8,20.2,15.3,22.3,30.8,14.5,1.1,1.9,0.3,25.4,40.4,10.4,46,9.15135083,1.962
94,8,1438,2.63144064,2.5,0.8209,1.4524,98,97,97,96,97,17.8,20.2,15.3,22.3,30.8,14.5,1.1,1.9,0.3,25.4,40.4,10.4,46,9.15135083,1.962
95,8,1439,2.63144064,2.5,0.8209,1.4524,98,97,97,96,97,17.8,20.2,15.3,22.3,30.8,14.5,1.1,1.9,0.3,25.4,40.4,10.4,46,9.15135083,1.962
96,8,1440,2.63144064,2.5,0.8209,1.4524,98,97,97,96,97,17.8,20.2,15.3,22.3,30.8,14.5,1.1,1.9,0.3,25.4,40.4,10.4,46,9.15135083,1.962
97,8,1441,2.98447061,3.18,,0.2867,95,59,59,98,93,17.6,20,15.1,22.2,30.7,14.4,1.1,1.9,0.3,25,39.7,10.4,46,8.928783721,1.978
98,8,1442,2.98447061,3.18,,0.2867,95,59,59,98,93,17.6,20,15.1,22.2,30.7,14.4,1.1,1.9,0.3,25,39.7,10.4,46,8.928783721,1.978
99,8,1443,2.98447061,3.18,,0.2867,95,59,59,98,93,17.6,20,15.1,22.2,30.7,14.4,1.1,1.9,0.3,25,39.7,10.4,46,8.928783721,1.978
100,8,1444,2.98447061,3.18,,0.2867,95,59,59,98,93,17.6,20,15.1,22.2,30.7,14.4,1.1,1.9,0.3,25,39.7,10.4,46,8.928783721,1.978
101,8,1445,2.98447061,3.18,,0.2867,95,59,59,98,93,17.6,20,15.1,22.2,30.7,14.4,1.1,1.9,0.3,25,39.7,10.4,46,8.928783721,1.978
102,8,1446,2.98447061,3.18,,0.2867,95,59,59,98,93,17.6,20,15.1,22.2,30.7,14.4,1.1,1.9,0.3,25,39.7,10.4,46,8.928783721,1.978
103,8,1447,2.98447061,3.18,,0.2867,95,59,59,98,93,17.6,20,15.1,22.2,30.7,14.4,1.1,1.9,0.3,25,39.7,10.4,46,8.928783721,1.978
104,8,1448,2.98447061,3.18,,0.2867,95,59,59,98,93,17.6,20,15.1,22.2,30.7,14.4,1.1,1.9,0.3,25,39.7,10.4,46,8.928783721,1.978
105,8,1449,2.98447061,3.18,,0.2867,95,59,59,98,93,17.6,20,15.1,22.2,30.7,14.4,1.1,1.9,0.3,25,39.7,10.4,46,8.928783721,1.978
106,8,1450,2.98447061,3.18,,0.2867,95,59,59,98,93,17.6,20,15.1,22.2,30.7,14.4,1.1,1.9,0.3,25,39.7,10.4,46,8.928783721,1.978
107,8,1451,2.98447061,3.18,,0.2867,95,59,59,98,93,17.6,20,15.1,22.2,30.7,14.4,1.1,1.9,0.3,25,39.7,10.4,46,8.928783721,1.978
108,8,1452,2.98447061,3.18,,0.2867,95,59,59,98,93,17.6,20,15.1,22.2,30.7,14.4,1.1,1.9,0.3,25,39.7,10.4,46,8.928783721,1.978
109,8,1453,2.42650223,2.6,0.783,1.4299,96,95,95,97,96,17.4,19.7,15,22.1,30.5,14.3,0.9,1.6,0.2,24.7,39.1,10.3,45,8.669566016,1.996
110,8,1454,2.42650223,2.6,0.783,1.4299,96,95,95,97,96,17.4,19.7,15,22.1,30.5,14.3,0.9,1.6,0.2,24.7,39.1,10.3,45,8.669566016,1.996
111,8,1455,2.42650223,2.6,0.783,1.4299,96,95,95,97,96,17.4,19.7,15,22.1,30.5,14.3,0.9,1.6,0.2,24.7,39.1,10.3,45,8.669566016,1.996
112,8,1456,2.42650223,2.6,0.783,1.4299,96,95,95,97,96,17.4,19.7,15,22.1,30.5,14.3,0.9,1.6,0.2,24.7,39.1,10.3,45,8.669566016,1.996
113,8,1457,2.42650223,2.6,0.783,1.4299,96,95,95,97,96,17.4,19.7,15,22.1,30.5,14.3,0.9,1.6,0.2,24.7,39.1,10.3,45,8.669566016,1.996
114,8,1458,2.42650223,2.6,0.783,1.4299,96,95,95,97,96,17.4,19.7,15,22.1,30.5,14.3,0.9,1.6,0.2,24.7,39.1,10.3,45,8.669566016,1.996
115,8,1459,2.42650223,2.6,0.783,1.4299,96,95,95,97,96,17.4,19.7,15,22.1,30.5,14.3,0.9,1.6,0.2,24.7,39.1,10.3,45,8.669566016,1.996
116,8,1460,2.42650223,2.6,0.783,1.4299,96,95,95,97,96,17.4,19.7,15,22.1,30.5,14.3,0.9,1.6,0.2,24.7,39.1,10.3,45,8.669566016,1.996
117,8,1461,2.42650223,2.6,0.783,1.4299,96,95,95,97,96,17.4,19.7,15,22.1,30.5,14.3,0.9,1.6,0.2,24.7,39.1,10.3,45,8.669566016,1.996
118,8,1462,2.42650223,2.6,0.783,1.4299,96,95,95,97,96,17.4,19.7,15,22.1,30.5,14.3,0.9,1.6,0.2,24.7,39.1,10.3,45,8.669566016,1.996
119,8,1463,2.42650223,2.6,0.783,1.4299,96,95,95,97,96,17.4,19.7,15,22.1,30.5,14.3,0.9,1.6,0.2,24.7,39.1,10.3,45,8.669566016,1.996
120,8,1464,2.42650223,2.6,0.783,1.4299,96,95,95,97,96,17.4,19.7,15,22.1,30.5,14.3,0.9,1.6,0.2,24.7,39.1,10.3,45,8.669566016,1.996
121,8,1465,2.36332679,,0.7963,1.4228,97,97,97,97,97,17.2,19.5,14.8,21.9,30.3,14.2,0.9,1.6,0.2,25.4,40.2,10.7,45,8.447159985,2.014
122,8,1466,2.36332679,,0.7963,1.4228,97,97,97,97,97,17.2,19.5,14.8,21.9,30.3,14.2,0.9,1.6,0.2,25.4,40.2,10.7,45,8.447159985,2.014
123,8,1467,2.36332679,,0.7963,1.4228,97,97,97,97,97,17.2,19.5,14.8,21.9,30.3,14.2,0.9,1.6,0.2,25.4,40.2,10.7,45,8.447159985,2.014
124,8,1468,2.36332679,,0.7963,1.4228,97,97,97,97,97,17.2,19.5,14.8,21.9,30.3,14.2,0.9,1.6,0.2,25.4,40.2,10.7,45,8.447159985,2.014
125,8,1469,2.36332679,,0.7963,1.4228,97,97,97,97,97,17.2,19.5,14.8,21.9,30.3,14.2,0.9,1.6,0.2,25.4,40.2,10.7,45,8.447159985,2.014
126,8,1470,2.36332679,,0.7963,1.4228,97,97,97,97,97,17.2,19.5,14.8,21.9,30.3,14.2,0.9,1.6,0.2,25.4,40.2,10.7,45,8.447159985,2.014
127,8,1471,2.36332679,,0.7963,1.4228,97,97,97,97,97,17.2,19.5,14.8,21.9,30.3,14.2,0.9,1.6,0.2,25.4,40.2,10.7,45,8.447159985,2.014
128,8,1472,2.36332679,,0.7963,1.4228,97,97,97,97,97,17.2,19.5,14.8,21.9,30.3,14.2,0.9,1.6,0.2,25.4,40.2,10.7,45,8.447159985,2.014
129,8,1473,2.36332679,,0.7963,1.4228,97,97,97,97,97,17.2,19.5,14.8,21.9,30.3,14.2,0.9,1.6,0.2,25.4,40.2,10.7,45,8.447159985,2.014
130,8,1474,2.36332679,,0.7963,1.4228,97,97,97,97,97,17.2,19.5,14.8,21.9,30.3,14.2,0.9,1.6,0.2,25.4,40.2,10.7,45,8.447159985,2.014
131,8,1475,2.36332679,,0.7963,1.4228,97,97,97,97,97,17.2,19.5,14.8,21.9,30.3,14.2,0.9,1.6,0.2,25.4,40.2,10.7,45,8.447159985,2.014
132,8,1476,2.36332679,,0.7963,1.4228,97,97,97,97,97,17.2,19.5,14.8,21.9,30.3,14.2,0.9,1.6,0.2,25.4,40.2,10.7,45,8.447159985,2.014
133,8,1477,2.68424773,,0.8281,1.4463,95,96,96,99,95,16.9,19.2,14.6,21.8,30,14.1,0.9,1.6,0.2,26.7,42.1,11.4,44,8.283500882,2.03
134,8,1478,2.68424773,,0.8281,1.4463,95,96,96,99,95,16.9,19.2,14.6,21.8,30,14.1,0.9,1.6,0.2,26.7,42.1,11.4,44,8.283500882,2.03
135,8,1479,2.68424773,,0.8281,1.4463,95,96,96,99,95,16.9,19.2,14.6,21.8,30,14.1,0.9,1.6,0.2,26.7,42.1,11.4,44,8.283500882,2.03
136,8,1480,2.68424773,,0.8281,1.4463,95,96,96,99,95,16.9,19.2,14.6,21.8,30,14.1,0.9,1.6,0.2,26.7,42.1,11.4,44,8.283500882,2.03
137,8,1481,2.68424773,,0.8281,1.4463,95,96,96,99,95,16.9,19.2,14.6,21.8,30,14.1,0.9,1.6,0.2,26.7,42.1,11.4,44,8.283500882,2.03
138,8,1482,2.68424773,,0.8281,1.4463,95,96,96,99,95,16.9,19.2,14.6,21.8,30,14.1,0.9,1.6,0.2,26.7,42.1,11.4,44,8.283500882,2.03
139,8,1483,2.68424773,,0.8281,1.4463,95,96,96,99,95,16.9,19.2,14.6,21.8,30,14.1,0.9,1.6,0.2,26.7,42.1,11.4,44,8.283500882,2.03
140,8,1484,2.68424773,,0.8281,1.4463,95,96,96,99,95,16.9,19.2,14.6,21.8,30,14.1,0.9,1.6,0.2,26.7,42.1,11.4,44,8.283500882,2.03
141,8,1485,2.68424773,,0.8281,1.4463,95,96,96,99,95,16.9,19.2,14.6,21.8,30,14.1,0.9,1.6,0.2,26.7,42.1,11.4,44,8.283500882,2.03
142,8,1486,2.68424773,,0.8281,1.4463,95,96,96,99,95,16.9,19.2,14.6,21.8,30,14.1,0.9,1.6,0.2,26.7,42.1,11.4,44,8.283500882,2.03
143,8,1487,2.68424773,,0.8281,1.4463,95,96,96,99,95,16.9,19.2,14.6,21.8,30,14.1,0.9,1.6,0.2,26.7,42.1,11.4,44,8.283500882,2.03
144,8,1488,2.68424773,,0.8281,1.4463,95,96,96,99,95,16.9,19.2,14.6,21.8,30,14.1,0.9,1.6,0.2,26.7,42.1,11.4,44,8.283500882,2.03
145,8,1489,2.7320714,,,,97,94,94,97,94,16.6,18.8,14.3,21.6,29.7,14,0.9,1.6,0.2,27.8,43.8,11.9,43,8.115557223,2.042
146,8,1490,2.7320714,,,,97,94,94,97,94,16.6,18.8,14.3,21.6,29.7,14,0.9,1.6,0.2,27.8,43.8,11.9,43,8.115557223,2.042
147,8,1491,2.7320714,,,,97,94,94,97,94,16.6,18.8,14.3,21.6,29.7,14,0.9,1.6,0.2,27.8,43.8,11.9,43,8.115557223,2.042
148,8,1492,2.7320714,,,,97,94,94,97,94,16.6,18.8,14.3,21.6,29.7,14,0.9,1.6,0.2,27.8,43.8,11.9,43,8.115557223,2.042
149,8,1493,2.7320714,,,,97,94,94,97,94,16.6,18.8,14.3,21.6,29.7,14,0.9,1.6,0.2,27.8,43.8,11.9,43,8.115557223,2.042
150,8,1494,2.7320714,,,,97,94,94,97,94,16.6,18.8,14.3,21.6,29.7,14,0.9,1.6,0.2,27.8,43.8,11.9,43,8.115557223,2.042
151,8,1495,2.7320714,,,,97,94,94,97,94,16.6,18.8,14.3,21.6,29.7,14,0.9,1.6,0.2,27.8,43.8,11.9,43,8.115557223,2.042
152,8,1496,2.7320714,,,,97,94,94,97,94,16.6,18.8,14.3,21.6,29.7,14,0.9,1.6,0.2,27.8,43.8,11.9,43,8.115557223,2.042
153,8,1497,2.7320714,,,,97,94,94,97,94,16.6,18.8,14.3,21.6,29.7,14,0.9,1.6,0.2,27.8,43.8,11.9,43,8.115557223,2.042
154,8,1498,2.7320714,,,,97,94,94,97,94,16.6,18.8,14.3,21.6,29.7,14,0.9,1.6,0.2,27.8,43.8,11.9,43,8.115557223,2.042
155,8,1499,2.7320714,,,,97,94,94,97,94,16.6,18.8,14.3,21.6,29.7,14,0.9,1.6,0.2,27.8,43.8,11.9,43,8.115557223,2.042
156,8,1500,2.7320714,,,,97,94,94,97,94,16.6,18.8,14.3,21.6,29.7,14,0.9,1.6,0.2,27.8,43.8,11.9,43,8.115557223,2.042
157,8,1501,2.69621015,,,,95,75,75,97,90,16.3,18.4,14,21.4,29.4,13.9,0.9,1.5,0.2,29.2,45.8,12.6,,7.98299994,2.049
158,8,1502,2.69621015,,,,95,75,75,97,90,16.3,18.4,14,21.4,29.4,13.9,0.9,1.5,0.2,29.2,45.8,12.6,,7.98299994,2.049
159,8,1503,2.69621015,,,,95,75,75,97,90,16.3,18.4,14,21.4,29.4,13.9,0.9,1.5,0.2,29.2,45.8,12.6,,7.98299994,2.049
160,8,1504,2.69621015,,,,95,75,75,97,90,16.3,18.4,14,21.4,29.4,13.9,0.9,1.5,0.2,29.2,45.8,12.6,,7.98299994,2.049
161,8,1505,2.69621015,,,,95,75,75,97,90,16.3,18.4,14,21.4,29.4,13.9,0.9,1.5,0.2,29.2,45.8,12.6,,7.98299994,2.049
162,8,1506,2.69621015,,,,95,75,75,97,90,16.3,18.4,14,21.4,29.4,13.9,0.9,1.5,0.2,29.2,45.8,12.6,,7.98299994,2.049
163,8,1507,2.69621015,,,,95,75,75,97,90,16.3,18.4,14,21.4,29.4,13.9,0.9,1.5,0.2,29.2,45.8,12.6,,7.98299994,2.049
164,8,1508,2.69621015,,,,95,75,75,97,90,16.3,18.4,14,21.4,29.4,13.9,0.9,1.5,0.2,29.2,45.8,12.6,,7.98299994,2.049
165,8,1509,2.69621015,,,,95,75,75,97,90,16.3,18.4,14,21.4,29.4,13.9,0.9,1.5,0.2,29.2,45.8,12.6,,7.98299994,2.049
166,8,1510,2.69621015,,,,95,75,75,97,90,16.3,18.4,14,21.4,29.4,13.9,0.9,1.5,0.2,29.2,45.8,12.6,,7.98299994,2.049
167,8,1511,2.69621015,,,,95,75,75,97,90,16.3,18.4,14,21.4,29.4,13.9,0.9,1.5,0.2,29.2,45.8,12.6,,7.98299994,2.049
