month_key,country_key,population_key,p_male,p_female,p_rural,p_growth_urban,p_growth_rural,p_0004_male,p_0004_female,p_0509_male,p_0509_female,p_1014_male,p_1014_female,p_1519_male,p_1519_female,p_2024_male,p_2024_female,p_2529_male,p_2529_female,p_3034_male,p_3034_female,p_3539_male,p_3539_female,p_4044_male,p_4044_female,p_4549_male,p_4549_female,p_5054_male,p_5054_female,p_5559_male,p_5559_female,p_6064_male,p_6064_female,p_6569_male,p_6569_female,p_7074_male,p_7074_female,p_7579_male,p_7579_female,p_80UP_male,p_80UP_female
125,2,317,49.46177883,50.53822117,81.671,0.966674782,-0.284256234,6.422082281,6.007934786,6.764783894,6.330328743,6.6817644,6.254295632,6.888688735,6.460582157,7.440238922,6.95553921,7.234387599,6.82661468,6.770491713,6.534937976,6.357959894,6.232015402,6.318172133,6.225182905,6.618613584,6.388692326,6.974721231,6.82123378,6.679729269,6.759288069,5.75698374,6.042013406,4.67318687,5.109232664,3.225187193,3.743771721,2.312445311,2.742593862,2.880563231,4.565742683
126,2,318,49.46177883,50.53822117,81.671,0.966674782,-0.284256234,6.422082281,6.007934786,6.764783894,6.330328743,6.6817644,6.254295632,6.888688735,6.460582157,7.440238922,6.95553921,7.234387599,6.82661468,6.770491713,6.534937976,6.357959894,6.232015402,6.318172133,6.225182905,6.618613584,6.388692326,6.974721231,6.82123378,6.679729269,6.759288069,5.75698374,6.042013406,4.67318687,5.109232664,3.225187193,3.743771721,2.312445311,2.742593862,2.880563231,4.565742683
127,2,319,49.46177883,50.53822117,81.671,0.966674782,-0.284256234,6.422082281,6.007934786,6.764783894,6.330328743,6.6817644,6.254295632,6.888688735,6.460582157,7.440238922,6.95553921,7.234387599,6.82661468,6.770491713,6.534937976,6.357959894,6.232015402,6.318172133,6.225182905,6.618613584,6.388692326,6.974721231,6.82123378,6.679729269,6.759288069,5.75698374,6.042013406,4.67318687,5.109232664,3.225187193,3.743771721,2.312445311,2.742593862,2.880563231,4.565742683
128,2,320,49.46177883,50.53822117,81.671,0.966674782,-0.284256234,6.422082281,6.007934786,6.764783894,6.330328743,6.6817644,6.254295632,6.888688735,6.460582157,7.440238922,6.95553921,7.234387599,6.82661468,6.770491713,6.534937976,6.357959894,6.232015402,6.318172133,6.225182905,6.618613584,6.388692326,6.974721231,6.82123378,6.679729269,6.759288069,5.75698374,6.042013406,4.67318687,5.109232664,3.225187193,3.743771721,2.312445311,2.742593862,2.880563231,4.565742683
129,2,321,49.46177883,50.53822117,81.671,0.966674782,-0.284256234,6.422082281,6.007934786,6.764783894,6.330328743,6.6817644,6.254295632,6.888688735,6.460582157,7.440238922,6.95553921,7.234387599,6.82661468,6.770491713,6.534937976,6.357959894,6.232015402,6.318172133,6.225182905,6.618613584,6.388692326,6.974721231,6.82123378,6.679729269,6.759288069,5.75698374,6.042013406,4.67318687,5.109232664,3.225187193,3.743771721,2.312445311,2.742593862,2.880563231,4.565742683
130,2,322,49.46177883,50.53822117,81.671,0.966674782,-0.284256234,6.422082281,6.007934786,6.764783894,6.330328743,6.6817644,6.254295632,6.888688735,6.460582157,7.440238922,6.95553921,7.234387599,6.82661468,6.770491713,6.534937976,6.357959894,6.232015402,6.318172133,6.225182905,6.618613584,6.388692326,6.974721231,6.82123378,6.679729269,6.759288069,5.75698374,6.042013406,4.67318687,5.109232664,3.225187193,3.743771721,2.312445311,2.742593862,2.880563231,4.565742683
131,2,323,49.46177883,50.53822117,81.671,0.966674782,-0.284256234,6.422082281,6.007934786,6.764783894,6.330328743,6.6817644,6.254295632,6.888688735,6.460582157,7.440238922,6.95553921,7.234387599,6.82661468,6.770491713,6.534937976,6.357959894,6.232015402,6.318172133,6.225182905,6.618613584,6.388692326,6.974721231,6.82123378,6.679729269,6.759288069,5.75698374,6.042013406,4.67318687,5.109232664,3.225187193,3.743771721,2.312445311,2.742593862,2.880563231,4.565742683
132,2,324,49.46177883,50.53822117,81.671,0.966674782,-0.284256234,6.422082281,6.007934786,6.764783894,6.330328743,6.6817644,6.254295632,6.888688735,6.460582157,7.440238922,6.95553921,7.234387599,6.82661468,6.770491713,6.534937976,6.357959894,6.232015402,6.318172133,6.225182905,6.618613584,6.388692326,6.974721231,6.82123378,6.679729269,6.759288069,5.75698374,6.042013406,4.67318687,5.109232664,3.225187193,3.743771721,2.312445311,2.742593862,2.880563231,4.565742683
133,2,325,49.4706872,50.5293128,81.862,0.958268061,-0.322855438,6.269949259,5.866952801,6.712602469,6.283392161,6.674819197,6.252287703,6.813085434,6.401923992,7.375933342,6.908222445,7.300734762,6.877950004,6.845916836,6.586157005,6.384887327,6.249279452,6.25284957,6.177395731,6.482021694,6.28191193,6.860353166,6.694632945,6.692254935,6.750586414,5.845688617,6.123219029,4.80220022,5.238113149,3.367217501,3.90204593,2.355404673,2.802835287,2.964080998,4.603094022
134,2,326,49.4706872,50.5293128,81.862,0.958268061,-0.322855438,6.269949259,5.866952801,6.712602469,6.283392161,6.674819197,6.252287703,6.813085434,6.401923992,7.375933342,6.908222445,7.300734762,6.877950004,6.845916836,6.586157005,6.384887327,6.249279452,6.25284957,6.177395731,6.482021694,6.28191193,6.860353166,6.694632945,6.692254935,6.750586414,5.845688617,6.123219029,4.80220022,5.238113149,3.367217501,3.90204593,2.355404673,2.802835287,2.964080998,4.603094022
135,2,327,49.4706872,50.5293128,81.862,0.958268061,-0.322855438,6.269949259,5.866952801,6.712602469,6.283392161,6.674819197,6.252287703,6.813085434,6.401923992,7.375933342,6.908222445,7.300734762,6.877950004,6.845916836,6.586157005,6.384887327,6.249279452,6.25284957,6.177395731,6.482021694,6.28191193,6.860353166,6.694632945,6.692254935,6.750586414,5.845688617,6.123219029,4.80220022,5.238113149,3.367217501,3.90204593,2.355404673,2.802835287,2.964080998,4.603094022
136,2,328,49.4706872,50.5293128,81.862,0.958268061,-0.322855438,6.269949259,5.866952801,6.712602469,6.283392161,6.674819197,6.252287703,6.813085434,6.401923992,7.375933342,6.908222445,7.300734762,6.877950004,6.845916836,6.586157005,6.384887327,6.249279452,6.25284957,6.177395731,6.482021694,6.28191193,6.860353166,6.694632945,6.692254935,6.750586414,5.845688617,6.123219029,4.80220022,5.238113149,3.367217501,3.90204593,2.355404673,2.802835287,2.964080998,4.603094022
137,2,329,49.4706872,50.5293128,81.862,0.958268061,-0.322855438,6.269949259,5.866952801,6.712602469,6.283392161,6.674819197,6.252287703,6.813085434,6.401923992,7.375933342,6.908222445,7.300734762,6.877950004,6.845916836,6.586157005,6.384887327,6.249279452,6.25284957,6.177395731,6.482021694,6.28191193,6.860353166,6.694632945,6.692254935,6.750586414,5.845688617,6.123219029,4.80220022,5.238113149,3.367217501,3.90204593,2.355404673,2.802835287,2.964080998,4.603094022
138,2,330,49.4706872,50.5293128,81.862,0.958268061,-0.322855438,6.269949259,5.866952801,6.712602469,6.283392161,6.674819197,6.252287703,6.813085434,6.401923992,7.375933342,6.908222445,7.300734762,6.877950004,6.845916836,6.586157005,6.384887327,6.249279452,6.25284957,6.177395731,6.482021694,6.28191193,6.860353166,6.694632945,6.692254935,6.750586414,5.845688617,6.123219029,4.80220022,5.238113149,3.367217501,3.90204593,2.355404673,2.802835287,2.964080998,4.603094022
139,2,331,49.4706872,50.5293128,81.862,0.958268061,-0.322855438,6.269949259,5.866952801,6.712602469,6.283392161,6.674819197,6.252287703,6.813085434,6.401923992,7.375933342,6.908222445,7.300734762,6.877950004,6.845916836,6.586157005,6.384887327,6.249279452,6.25284957,6.177395731,6.482021694,6.28191193,6.860353166,6.694632945,6.692254935,6.750586414,5.845688617,6.123219029,4.80220022,5.238113149,3.367217501,3.90204593,2.355404673,2.802835287,2.964080998,4.603094022
140,2,332,49.4706872,50.5293128,81.862,0.958268061,-0.322855438,6.269949259,5.866952801,6.712602469,6.283392161,6.674819197,6.252287703,6.813085434,6.401923992,7.375933342,6.908222445,7.300734762,6.877950004,6.845916836,6.586157005,6.384887327,6.249279452,6.25284957,6.177395731,6.482021694,6.28191193,6.860353166,6.694632945,6.692254935,6.750586414,5.845688617,6.123219029,4.80220022,5.238113149,3.367217501,3.90204593,2.355404673,2.802835287,2.964080998,4.603094022
141,2,333,49.4706872,50.5293128,81.862,0.958268061,-0.322855438,6.269949259,5.866952801,6.712602469,6.283392161,6.674819197,6.252287703,6.813085434,6.401923992,7.375933342,6.908222445,7.300734762,6.877950004,6.845916836,6.586157005,6.384887327,6.249279452,6.25284957,6.177395731,6.482021694,6.28191193,6.860353166,6.694632945,6.692254935,6.750586414,5.845688617,6.123219029,4.80220022,5.238113149,3.367217501,3.90204593,2.355404673,2.802835287,2.964080998,4.603094022
142,2,334,49.4706872,50.5293128,81.862,0.958268061,-0.322855438,6.269949259,5.866952801,6.712602469,6.283392161,6.674819197,6.252287703,6.813085434,6.401923992,7.375933342,6.908222445,7.300734762,6.877950004,6.845916836,6.586157005,6.384887327,6.249279452,6.25284957,6.177395731,6.482021694,6.28191193,6.860353166,6.694632945,6.692254935,6.750586414,5.845688617,6.123219029,4.80220022,5.238113149,3.367217501,3.90204593,2.355404673,2.802835287,2.964080998,4.603094022
143,2,335,49.4706872,50.5293128,81.862,0.958268061,-0.322855438,6.269949259,5.866952801,6.712602469,6.283392161,6.674819197,6.252287703,6.813085434,6.401923992,7.375933342,6.908222445,7.300734762,6.877950004,6.845916836,6.586157005,6.384887327,6.249279452,6.25284957,6.177395731,6.482021694,6.28191193,6.860353166,6.694632945,6.692254935,6.750586414,5.845688617,6.123219029,4.80220022,5.238113149,3.367217501,3.90204593,2.355404673,2.802835287,2.964080998,4.603094022
144,2,336,49.4706872,50.5293128,81.862,0.958268061,-0.322855438,6.269949259,5.866952801,6.712602469,6.283392161,6.674819197,6.252287703,6.813085434,6.401923992,7.375933342,6.908222445,7.300734762,6.877950004,6.845916836,6.586157005,6.384887327,6.249279452,6.25284957,6.177395731,6.482021694,6.28191193,6.860353166,6.694632945,6.692254935,6.750586414,5.845688617,6.123219029,4.80220022,5.238113149,3.367217501,3.90204593,2.355404673,2.802835287,2.964080998,4.603094022
145,2,337,49.47661773,50.52338227,82.058,0.87178526,-0.45384168,6.190469177,5.795026741,6.62288022,6.20068707,6.670024311,6.250953803,6.751103169,6.35095696,7.268988718,6.825574528,7.364122455,6.93184337,6.920690586,6.634162754,6.428542265,6.282104443,6.204453178,6.134142098,6.358584953,6.198330208,6.723263864,6.547903798,6.683747185,6.715928999,5.935264878,6.20346891,4.903722804,5.339715228,3.540256538,4.083037769,2.396949389,2.878174134,3.03693631,4.627989188
146,2,338,49.47661773,50.52338227,82.058,0.87178526,-0.45384168,6.190469177,5.795026741,6.62288022,6.20068707,6.670024311,6.250953803,6.751103169,6.35095696,7.268988718,6.825574528,7.364122455,6.93184337,6.920690586,6.634162754,6.428542265,6.282104443,6.204453178,6.134142098,6.358584953,6.198330208,6.723263864,6.547903798,6.683747185,6.715928999,5.935264878,6.20346891,4.903722804,5.339715228,3.540256538,4.083037769,2.396949389,2.878174134,3.03693631,4.627989188
147,2,339,49.47661773,50.52338227,82.058,0.87178526,-0.45384168,6.190469177,5.795026741,6.62288022,6.20068707,6.670024311,6.250953803,6.751103169,6.35095696,7.268988718,6.825574528,7.364122455,6.93184337,6.920690586,6.634162754,6.428542265,6.282104443,6.204453178,6.134142098,6.358584953,6.198330208,6.723263864,6.547903798,6.683747185,6.715928999,5.935264878,6.20346891,4.903722804,5.339715228,3.540256538,4.083037769,2.396949389,2.878174134,3.03693631,4.627989188
148,2,340,49.47661773,50.52338227,82.058,0.87178526,-0.45384168,6.190469177,5.795026741,6.62288022,6.20068707,6.670024311,6.250953803,6.751103169,6.35095696,7.268988718,6.825574528,7.364122455,6.93184337,6.920690586,6.634162754,6.428542265,6.282104443,6.204453178,6.134142098,6.358584953,6.198330208,6.723263864,6.547903798,6.683747185,6.715928999,5.935264878,6.20346891,4.903722804,5.339715228,3.540256538,4.083037769,2.396949389,2.878174134,3.03693631,4.627989188
149,2,341,49.47661773,50.52338227,82.058,0.87178526,-0.45384168,6.190469177,5.795026741,6.62288022,6.20068707,6.670024311,6.250953803,6.751103169,6.35095696,7.268988718,6.825574528,7.364122455,6.93184337,6.920690586,6.634162754,6.428542265,6.282104443,6.204453178,6.134142098,6.358584953,6.198330208,6.723263864,6.547903798,6.683747185,6.715928999,5.935264878,6.20346891,4.903722804,5.339715228,3.540256538,4.083037769,2.396949389,2.878174134,3.03693631,4.627989188
150,2,342,49.47661773,50.52338227,82.058,0.87178526,-0.45384168,6.190469177,5.795026741,6.62288022,6.20068707,6.670024311,6.250953803,6.751103169,6.35095696,7.268988718,6.825574528,7.364122455,6.93184337,6.920690586,6.634162754,6.428542265,6.282104443,6.204453178,6.134142098,6.358584953,6.198330208,6.723263864,6.547903798,6.683747185,6.715928999,5.935264878,6.20346891,4.903722804,5.339715228,3.540256538,4.083037769,2.396949389,2.878174134,3.03693631,4.627989188
151,2,343,49.47661773,50.52338227,82.058,0.87178526,-0.45384168,6.190469177,5.795026741,6.62288022,6.20068707,6.670024311,6.250953803,6.751103169,6.35095696,7.268988718,6.825574528,7.364122455,6.93184337,6.920690586,6.634162754,6.428542265,6.282104443,6.204453178,6.134142098,6.358584953,6.198330208,6.723263864,6.547903798,6.683747185,6.715928999,5.935264878,6.20346891,4.903722804,5.339715228,3.540256538,4.083037769,2.396949389,2.878174134,3.03693631,4.627989188
152,2,344,49.47661773,50.52338227,82.058,0.87178526,-0.45384168,6.190469177,5.795026741,6.62288022,6.20068707,6.670024311,6.250953803,6.751103169,6.35095696,7.268988718,6.825574528,7.364122455,6.93184337,6.920690586,6.634162754,6.428542265,6.282104443,6.204453178,6.134142098,6.358584953,6.198330208,6.723263864,6.547903798,6.683747185,6.715928999,5.935264878,6.20346891,4.903722804,5.339715228,3.540256538,4.083037769,2.396949389,2.878174134,3.03693631,4.627989188
153,2,345,49.47661773,50.52338227,82.058,0.87178526,-0.45384168,6.190469177,5.795026741,6.62288022,6.20068707,6.670024311,6.250953803,6.751103169,6.35095696,7.268988718,6.825574528,7.364122455,6.93184337,6.920690586,6.634162754,6.428542265,6.282104443,6.204453178,6.134142098,6.358584953,6.198330208,6.723263864,6.547903798,6.683747185,6.715928999,5.935264878,6.20346891,4.903722804,5.339715228,3.540256538,4.083037769,2.396949389,2.878174134,3.03693631,4.627989188
154,2,346,49.47661773,50.52338227,82.058,0.87178526,-0.45384168,6.190469177,5.795026741,6.62288022,6.20068707,6.670024311,6.250953803,6.751103169,6.35095696,7.268988718,6.825574528,7.364122455,6.93184337,6.920690586,6.634162754,6.428542265,6.282104443,6.204453178,6.134142098,6.358584953,6.198330208,6.723263864,6.547903798,6.683747185,6.715928999,5.935264878,6.20346891,4.903722804,5.339715228,3.540256538,4.083037769,2.396949389,2.878174134,3.03693631,4.627989188
155,2,347,49.47661773,50.52338227,82.058,0.87178526,-0.45384168,6.190469177,5.795026741,6.62288022,6.20068707,6.670024311,6.250953803,6.751103169,6.35095696,7.268988718,6.825574528,7.364122455,6.93184337,6.920690586,6.634162754,6.428542265,6.282104443,6.204453178,6.134142098,6.358584953,6.198330208,6.723263864,6.547903798,6.683747185,6.715928999,5.935264878,6.20346891,4.903722804,5.339715228,3.540256538,4.083037769,2.396949389,2.878174134,3.03693631,4.627989188
156,2,348,49.47661773,50.52338227,82.058,0.87178526,-0.45384168,6.190469177,5.795026741,6.62288022,6.20068707,6.670024311,6.250953803,6.751103169,6.35095696,7.268988718,6.825574528,7.364122455,6.93184337,6.920690586,6.634162754,6.428542265,6.282104443,6.204453178,6.134142098,6.358584953,6.198330208,6.723263864,6.547903798,6.683747185,6.715928999,5.935264878,6.20346891,4.903722804,5.339715228,3.540256538,4.083037769,2.396949389,2.878174134,3.03693631,4.627989188
157,2,349,49.47998535,50.52001465,82.256,0.76743743,-0.583254557,6.162448314,5.771754977,6.501649769,6.088194863,6.661853361,6.244903754,6.699963385,6.305655681,7.139412491,6.723415949,7.413869539,6.978184689,6.995027525,6.681341887,6.486387224,6.327042184,6.174732124,6.10017496,6.250693903,6.133775147,6.574907146,6.394575389,6.654653977,6.65767761,6.01922432,6.274946886,4.98876091,5.423872254,3.727121404,4.273033774,2.449078153,2.971459206,3.100216455,4.64999079
158,2,350,49.47998535,50.52001465,82.256,0.76743743,-0.583254557,6.162448314,5.771754977,6.501649769,6.088194863,6.661853361,6.244903754,6.699963385,6.305655681,7.139412491,6.723415949,7.413869539,6.978184689,6.995027525,6.681341887,6.486387224,6.327042184,6.174732124,6.10017496,6.250693903,6.133775147,6.574907146,6.394575389,6.654653977,6.65767761,6.01922432,6.274946886,4.98876091,5.423872254,3.727121404,4.273033774,2.449078153,2.971459206,3.100216455,4.64999079
159,2,351,49.47998535,50.52001465,82.256,0.76743743,-0.583254557,6.162448314,5.771754977,6.501649769,6.088194863,6.661853361,6.244903754,6.699963385,6.305655681,7.139412491,6.723415949,7.413869539,6.978184689,6.995027525,6.681341887,6.486387224,6.327042184,6.174732124,6.10017496,6.250693903,6.133775147,6.574907146,6.394575389,6.654653977,6.65767761,6.01922432,6.274946886,4.98876091,5.423872254,3.727121404,4.273033774,2.449078153,2.971459206,3.100216455,4.64999079
160,2,352,49.47998535,50.52001465,82.256,0.76743743,-0.583254557,6.162448314,5.771754977,6.501649769,6.088194863,6.661853361,6.244903754,6.699963385,6.305655681,7.139412491,6.723415949,7.413869539,6.978184689,6.995027525,6.681341887,6.486387224,6.327042184,6.174732124,6.10017496,6.250693903,6.133775147,6.574907146,6.394575389,6.654653977,6.65767761,6.01922432,6.274946886,4.98876091,5.423872254,3.727121404,4.273033774,2.449078153,2.971459206,3.100216455,4.64999079
161,2,353,49.47998535,50.52001465,82.256,0.76743743,-0.583254557,6.162448314,5.771754977,6.501649769,6.088194863,6.661853361,6.244903754,6.699963385,6.305655681,7.139412491,6.723415949,7.413869539,6.978184689,6.995027525,6.681341887,6.486387224,6.327042184,6.174732124,6.10017496,6.250693903,6.133775147,6.574907146,6.394575389,6.654653977,6.65767761,6.01922432,6.274946886,4.98876091,5.423872254,3.727121404,4.273033774,2.449078153,2.971459206,3.100216455,4.64999079
162,2,354,49.47998535,50.52001465,82.256,0.76743743,-0.583254557,6.162448314,5.771754977,6.501649769,6.088194863,6.661853361,6.244903754,6.699963385,6.305655681,7.139412491,6.723415949,7.413869539,6.978184689,6.995027525,6.681341887,6.486387224,6.327042184,6.174732124,6.10017496,6.250693903,6.133775147,6.574907146,6.394575389,6.654653977,6.65767761,6.01922432,6.274946886,4.98876091,5.423872254,3.727121404,4.273033774,2.449078153,2.971459206,3.100216455,4.64999079
163,2,355,49.47998535,50.52001465,82.256,0.76743743,-0.583254557,6.162448314,5.771754977,6.501649769,6.088194863,6.661853361,6.244903754,6.699963385,6.305655681,7.139412491,6.723415949,7.413869539,6.978184689,6.995027525,6.681341887,6.486387224,6.327042184,6.174732124,6.10017496,6.250693903,6.133775147,6.574907146,6.394575389,6.654653977,6.65767761,6.01922432,6.274946886,4.98876091,5.423872254,3.727121404,4.273033774,2.449078153,2.971459206,3.100216455,4.64999079
164,2,356,49.47998535,50.52001465,82.256,0.76743743,-0.583254557,6.162448314,5.771754977,6.501649769,6.088194863,6.661853361,6.244903754,6.699963385,6.305655681,7.139412491,6.723415949,7.413869539,6.978184689,6.995027525,6.681341887,6.486387224,6.327042184,6.174732124,6.10017496,6.250693903,6.133775147,6.574907146,6.394575389,6.654653977,6.65767761,6.01922432,6.274946886,4.98876091,5.423872254,3.727121404,4.273033774,2.449078153,2.971459206,3.100216455,4.64999079
165,2,357,49.47998535,50.52001465,82.256,0.76743743,-0.583254557,6.162448314,5.771754977,6.501649769,6.088194863,6.661853361,6.244903754,6.699963385,6.305655681,7.139412491,6.723415949,7.413869539,6.978184689,6.995027525,6.681341887,6.486387224,6.327042184,6.174732124,6.10017496,6.250693903,6.133775147,6.574907146,6.394575389,6.654653977,6.65767761,6.01922432,6.274946886,4.98876091,5.423872254,3.727121404,4.273033774,2.449078153,2.971459206,3.100216455,4.64999079
166,2,358,49.47998535,50.52001465,82.256,0.76743743,-0.583254557,6.162448314,5.771754977,6.501649769,6.088194863,6.661853361,6.244903754,6.699963385,6.305655681,7.139412491,6.723415949,7.413869539,6.978184689,6.995027525,6.681341887,6.486387224,6.327042184,6.174732124,6.10017496,6.250693903,6.133775147,6.574907146,6.394575389,6.654653977,6.65767761,6.01922432,6.274946886,4.98876091,5.423872254,3.727121404,4.273033774,2.449078153,2.971459206,3.100216455,4.64999079
167,2,359,49.47998535,50.52001465,82.256,0.76743743,-0.583254557,6.162448314,5.771754977,6.501649769,6.088194863,6.661853361,6.244903754,6.699963385,6.305655681,7.139412491,6.723415949,7.413869539,6.978184689,6.995027525,6.681341887,6.486387224,6.327042184,6.174732124,6.10017496,6.250693903,6.133775147,6.574907146,6.394575389,6.654653977,6.65767761,6.01922432,6.274946886,4.98876091,5.423872254,3.727121404,4.273033774,2.449078153,2.971459206,3.100216455,4.64999079
168,2,360,49.47998535,50.52001465,82.256,0.76743743,-0.583254557,6.162448314,5.771754977,6.501649769,6.088194863,6.661853361,6.244903754,6.699963385,6.305655681,7.139412491,6.723415949,7.413869539,6.978184689,6.995027525,6.681341887,6.486387224,6.327042184,6.174732124,6.10017496,6.250693903,6.133775147,6.574907146,6.394575389,6.654653977,6.65767761,6.01922432,6.274946886,4.98876091,5.423872254,3.727121404,4.273033774,2.449078153,2.971459206,3.100216455,4.64999079
169,2,361,49.48151279,50.51848721,82.459,0.701867775,-0.695262033,6.153330304,5.765721657,6.369442813,5.965293215,6.636407673,6.220968464,6.655677901,6.264132922,7.015787419,6.624465562,7.433873443,7.001259479,7.070152715,6.732101803,6.554700356,6.378705579,6.165810475,6.082829683,6.159867946,6.079803912,6.43089296,6.253227514,6.604769663,6.579048919,6.088045396,6.326275523,5.074230668,5.506099672,3.903983594,4.452723494,2.528321914,3.088092924,3.154704757,4.67924968
170,2,362,49.48151279,50.51848721,82.459,0.701867775,-0.695262033,6.153330304,5.765721657,6.369442813,5.965293215,6.636407673,6.220968464,6.655677901,6.264132922,7.015787419,6.624465562,7.433873443,7.001259479,7.070152715,6.732101803,6.554700356,6.378705579,6.165810475,6.082829683,6.159867946,6.079803912,6.43089296,6.253227514,6.604769663,6.579048919,6.088045396,6.326275523,5.074230668,5.506099672,3.903983594,4.452723494,2.528321914,3.088092924,3.154704757,4.67924968
171,2,363,49.48151279,50.51848721,82.459,0.701867775,-0.695262033,6.153330304,5.765721657,6.369442813,5.965293215,6.636407673,6.220968464,6.655677901,6.264132922,7.015787419,6.624465562,7.433873443,7.001259479,7.070152715,6.732101803,6.554700356,6.378705579,6.165810475,6.082829683,6.159867946,6.079803912,6.43089296,6.253227514,6.604769663,6.579048919,6.088045396,6.326275523,5.074230668,5.506099672,3.903983594,4.452723494,2.528321914,3.088092924,3.154704757,4.67924968
172,2,364,49.48151279,50.51848721,82.459,0.701867775,-0.695262033,6.153330304,5.765721657,6.369442813,5.965293215,6.636407673,6.220968464,6.655677901,6.264132922,7.015787419,6.624465562,7.433873443,7.001259479,7.070152715,6.732101803,6.554700356,6.378705579,6.165810475,6.082829683,6.159867946,6.079803912,6.43089296,6.253227514,6.604769663,6.579048919,6.088045396,6.326275523,5.074230668,5.506099672,3.903983594,4.452723494,2.528321914,3.088092924,3.154704757,4.67924968
173,2,365,49.48151279,50.51848721,82.459,0.701867775,-0.695262033,6.153330304,5.765721657,6.369442813,5.965293215,6.636407673,6.220968464,6.655677901,6.264132922,7.015787419,6.624465562,7.433873443,7.001259479,7.070152715,6.732101803,6.554700356,6.378705579,6.165810475,6.082829683,6.159867946,6.079803912,6.43089296,6.253227514,6.604769663,6.579048919,6.088045396,6.326275523,5.074230668,5.506099672,3.903983594,4.452723494,2.528321914,3.088092924,3.154704757,4.67924968
174,2,366,49.48151279,50.51848721,82.459,0.701867775,-0.695262033,6.153330304,5.765721657,6.369442813,5.965293215,6.636407673,6.220968464,6.655677901,6.264132922,7.015787419,6.624465562,7.433873443,7.001259479,7.070152715,6.732101803,6.554700356,6.378705579,6.165810475,6.082829683,6.159867946,6.079803912,6.43089296,6.253227514,6.604769663,6.579048919,6.088045396,6.326275523,5.074230668,5.506099672,3.903983594,4.452723494,2.528321914,3.088092924,3.154704757,4.67924968
175,2,367,49.48151279,50.51848721,82.459,0.701867775,-0.695262033,6.153330304,5.765721657,6.369442813,5.965293215,6.636407673,6.220968464,6.655677901,6.264132922,7.015787419,6.624465562,7.433873443,7.001259479,7.070152715,6.732101803,6.554700356,6.378705579,6.165810475,6.082829683,6.159867946,6.079803912,6.43089296,6.253227514,6.604769663,6.579048919,6.088045396,6.326275523,5.074230668,5.506099672,3.903983594,4.452723494,2.528321914,3.088092924,3.154704757,4.67924968
176,2,368,49.48151279,50.51848721,82.459,0.701867775,-0.695262033,6.153330304,5.765721657,6.369442813,5.965293215,6.636407673,6.220968464,6.655677901,6.264132922,7.015787419,6.624465562,7.433873443,7.001259479,7.070152715,6.732101803,6.554700356,6.378705579,6.165810475,6.082829683,6.159867946,6.079803912,6.43089296,6.253227514,6.604769663,6.579048919,6.088045396,6.326275523,5.074230668,5.506099672,3.903983594,4.452723494,2.528321914,3.088092924,3.154704757,4.67924968
177,2,369,49.48151279,50.51848721,82.459,0.701867775,-0.695262033,6.153330304,5.765721657,6.369442813,5.965293215,6.636407673,6.220968464,6.655677901,6.264132922,7.015787419,6.624465562,7.433873443,7.001259479,7.070152715,6.732101803,6.554700356,6.378705579,6.165810475,6.082829683,6.159867946,6.079803912,6.43089296,6.253227514,6.604769663,6.579048919,6.088045396,6.326275523,5.074230668,5.506099672,3.903983594,4.452723494,2.528321914,3.088092924,3.154704757,4.67924968
178,2,370,49.48151279,50.51848721,82.459,0.701867775,-0.695262033,6.153330304,5.765721657,6.369442813,5.965293215,6.636407673,6.220968464,6.655677901,6.264132922,7.015787419,6.624465562,7.433873443,7.001259479,7.070152715,6.732101803,6.554700356,6.378705579,6.165810475,6.082829683,6.159867946,6.079803912,6.43089296,6.253227514,6.604769663,6.579048919,6.088045396,6.326275523,5.074230668,5.506099672,3.903983594,4.452723494,2.528321914,3.088092924,3.154704757,4.67924968
179,2,371,49.48151279,50.51848721,82.459,0.701867775,-0.695262033,6.153330304,5.765721657,6.369442813,5.965293215,6.636407673,6.220968464,6.655677901,6.264132922,7.015787419,6.624465562,7.433873443,7.001259479,7.070152715,6.732101803,6.554700356,6.378705579,6.165810475,6.082829683,6.159867946,6.079803912,6.43089296,6.253227514,6.604769663,6.579048919,6.088045396,6.326275523,5.074230668,5.506099672,3.903983594,4.452723494,2.528321914,3.088092924,3.154704757,4.67924968
180,2,372,49.48151279,50.51848721,82.459,0.701867775,-0.695262033,6.153330304,5.765721657,6.369442813,5.965293215,6.636407673,6.220968464,6.655677901,6.264132922,7.015787419,6.624465562,7.433873443,7.001259479,7.070152715,6.732101803,6.554700356,6.378705579,6.165810475,6.082829683,6.159867946,6.079803912,6.43089296,6.253227514,6.604769663,6.579048919,6.088045396,6.326275523,5.074230668,5.506099672,3.903983594,4.452723494,2.528321914,3.088092924,3.154704757,4.67924968
181,2,373,49.48178436,50.51821564,82.664,0.599210762,-0.824661438,6.139146214,5.753775173,6.255963269,5.859918922,6.580240037,6.166835164,6.614924317,6.224612311,6.913124989,6.54002711,7.414830214,6.991454696,7.145001927,6.787581434,6.629913387,6.432924725,6.177927913,6.085529256,6.086660659,6.030918659,6.300620317,6.134719937,6.534175054,6.482731374,6.135985382,6.350598584,5.168496192,5.593793479,4.0574398,4.610393089,2.641853136,3.22979118,3.203697195,4.724394908
