population_key,p_male,p_female,p_rural,p_growth_urban,p_growth_rural,p_0004_male,p_0004_female,p_0509_male,p_0509_female,p_1014_male,p_1014_female,p_1519_male,p_1519_female,p_2024_male,p_2024_female,p_2529_male,p_2529_female,p_3034_male,p_3034_female,p_3539_male,p_3539_female,p_4044_male,p_4044_female,p_4549_male,p_4549_female,p_5054_male,p_5054_female,p_5559_male,p_5559_female,p_6064_male,p_6064_female,p_6569_male,p_6569_female,p_7074_male,p_7074_female,p_7579_male,p_7579_female,p_80UP_male,p_80UP_female
59,50.6166714,49.3833286,73.358,2.038681,-0.646127713,9.000750387,8.695651277,8.033404259,7.836032471,7.17286117,7.01405098,7.153208585,7.191874324,8.627414203,8.864581905,10.70448702,11.04190914,10.45846475,10.76634333,8.29994999,8.355426885,6.636915452,6.639888768,5.946019374,5.986435449,4.715694076,4.855755234,4.078303972,4.175579913,3.031416222,3.110523136,2.039962454,2.131057775,1.577540257,1.438656583,1.292597915,0.990463227,1.231009916,0.905769597
60,50.619047,49.380953,73.88,2.065285466,-0.622537508,9.059208481,8.725480731,8.13239453,7.920870477,7.199546989,7.019557435,6.930501046,6.922060542,8.100247665,8.299791468,10.26735406,10.58808474,10.55063977,10.87965914,8.622634839,8.715933641,6.777463893,6.779686469,6.012804518,6.040391446,4.842094511,4.9735709,4.139494202,4.249542059,3.176431539,3.252058179,2.126274136,2.233415952,1.552303498,1.4739094,1.232630029,0.986557284,1.277976301,0.939430138
61,50.59751924,49.40248076,74.394,2.078646449,-0.60212342,9.154551267,8.824081414,8.215821432,7.979931804,7.252686287,7.059957142,6.781716724,6.723421375,7.625946416,7.783117871,9.718820551,10.01721695,10.54696704,10.88027515,8.959656666,9.10059947,6.956823964,6.956288589,6.028319763,6.045723058,5.01250325,5.125675632,4.164566949,4.289432201,3.323590645,3.399955669,2.240244282,2.34526734,1.543080957,1.524346992,1.181398774,0.984895158,1.293305032,0.959814178
62,50.56087024,49.43912976,74.898,2.06166852,-0.601441313,9.249717624,8.941275862,8.283395869,8.01466639,7.327439478,7.12819904,6.698401879,6.591643708,7.214844594,7.326909225,9.110581895,9.382688379,10.44334478,10.76879336,9.279331568,9.471421907,7.174367207,7.173664928,6.026186144,6.035694839,5.199183876,5.288812486,4.178556995,4.316675308,3.463322702,3.545360018,2.373383041,2.465009231,1.555902303,1.59139013,1.142402378,0.990816098,1.279637669,0.966979086
63,50.52216038,49.47783962,75.391,2.008361012,-0.631238284,9.28645074,9.001359521,8.344197132,8.041689642,7.416904174,7.210559145,6.66597358,6.517876863,6.87351053,6.939576326,8.514371845,8.75714152,10.23707152,10.55007479,9.540108604,9.777068805,7.428272072,7.436941246,6.056941186,6.059869389,5.360393642,5.427534704,4.218910577,4.364276689,3.58333956,3.674950979,2.515912551,2.593510926,1.598669751,1.675380143,1.118458416,1.01016227,1.240514119,0.962027036
64,50.49043341,49.50956659,75.874,1.931643079,-0.689186129,9.227644633,8.955879693,8.41037034,8.083755247,7.512248869,7.291458531,6.672604012,6.493368799,6.605204638,6.625215852,7.975885724,8.186293336,9.931615916,10.23183444,9.716010076,9.985293335,7.712989731,7.744138706,6.14983737,6.147107963,5.474355721,5.523426767,4.306040175,4.450521007,3.678037321,3.78139745,2.661561955,2.731555546,1.674038397,1.774861224,1.111668757,1.046458436,1.179886365,0.94743367
65,51.35993622,48.64006378,42.522,3.882472976,-1.781026631,6.517032758,5.960633625,6.853016865,6.389570414,7.663174617,7.285458918,9.904020697,9.767938036,7.683267789,7.661562395,7.395915117,7.392517035,9.21974367,9.250059571,9.503434965,9.699937345,7.783562763,7.853788457,6.326505785,6.382221163,6.448546488,6.549964863,4.41766231,4.519521128,3.304982444,3.2728731,2.824799166,2.834894467,2.099140304,2.303739119,1.216630658,1.508203859,0.838563605,1.367116507
66,51.36912811,48.63087189,43.868,3.674728093,-1.811246341,6.403355137,5.823660898,6.737225926,6.265178676,7.287568504,6.88486115,9.709884306,9.535804102,8.064043119,8.034855831,7.182089294,7.183127592,8.835171631,8.852672586,9.56359459,9.75446414,8.108370422,8.211076849,6.410813442,6.469563267,6.482990341,6.588745028,4.742677773,4.872731392,3.373794709,3.381934612,2.812729236,2.828862134,2.126605302,2.327036292,1.265057748,1.55509744,0.894028518,1.430328011
67,51.37716327,48.62283673,45.199,3.511255552,-1.877489851,6.36920559,5.772704094,6.620186208,6.136719542,7.04054214,6.623080358,9.21534574,8.994443502,8.588462859,8.548526385,7.061489354,7.066318474,8.365292029,8.379328374,9.52769967,9.69256747,8.440954744,8.586203225,6.595881383,6.658091338,6.365247575,6.471259869,5.145638943,5.293863519,3.46564002,3.520546022,2.797650669,2.823299265,2.15453965,2.346762267,1.309703619,1.607782198,0.936519807,1.478504096
68,51.38347372,48.61652628,46.539,3.433957689,-1.963215611,6.40775744,5.801958975,6.499056353,6.001014694,6.891020524,6.466342196,8.544630849,8.273318275,9.125756366,9.070320412,7.048533773,7.05542238,7.869407038,7.886362078,9.395306517,9.522333139,8.747202765,8.936211962,6.856398499,6.925473743,6.173767329,6.276678956,5.557465806,5.716165686,3.593757878,3.69704113,2.792110908,2.830879029,2.184258999,2.365230735,1.348597184,1.661703881,0.964971773,1.513542728
69,51.38745456,48.61254544,47.88,3.338102468,-2.042985048,6.456165648,5.847580738,6.387486393,5.873369953,6.773475184,6.342979781,7.902039594,7.585041925,9.486617782,9.408515772,7.162476683,7.168445014,7.436107167,7.457236401,9.173885138,9.265357348,8.986103044,9.206688083,7.152049221,7.235094493,6.033576447,6.132244267,5.878856085,6.043489574,3.781988248,3.927718215,2.814530318,2.871089451,2.21287805,2.384101179,1.381590874,1.711205899,0.980174124,1.539841906
70,51.38870322,48.61129678,49.226,3.255365494,-2.133474239,6.47780294,5.872209428,6.306084724,5.777734492,6.641086293,6.201287462,7.412444391,7.059659466,9.561030088,9.451673245,7.402837105,7.403889366,7.120533945,7.143838437,8.873582316,8.940306629,9.131035246,9.362970806,7.453721362,7.559104019,6.018219549,6.113829093,6.054763034,6.22206199,4.039641837,4.217338296,2.875194189,2.955002392,2.238097845,2.404346575,1.412116866,1.754512161,0.981808268,1.560236141
71,51.3869382,48.6130618,50.511,3.123377177,-2.01694146,6.518162946,5.912205337,6.261666207,5.71916398,6.508642913,6.055433171,7.047720311,6.666509504,9.371204106,9.21995429,7.769453577,7.759908654,6.912692316,6.935184309,8.500234968,8.548305235,9.185168675,9.407978444,7.759768277,7.897619103,6.094902413,6.194082263,6.075420976,6.250410395,4.33186721,4.544017427,2.93119509,3.051962442,2.229004194,2.401503909,1.448889385,1.782070053,1.054006436,1.653691486
72,51.3822669,48.6177331,51.765,3.130656596,-1.888206999,6.526204919,5.935913969,6.244604266,5.686647351,6.385024339,5.916268659,6.814998256,6.415331784,8.89818736,8.694911124,8.281297452,8.257108105,6.800518968,6.821417331,8.052052229,8.089536687,9.155798389,9.347676842,8.081686529,8.259361252,6.273272784,6.375949629,5.962839391,6.137569979,4.702924813,4.940320225,3.008539221,3.177451162,2.216564124,2.399683248,1.482608817,1.807292454,1.112878141,1.7375602
73,51.37518332,48.62481668,53.013,3.048365006,-1.955320006,6.504622686,5.940289632,6.251601991,5.677939438,6.273270397,5.787864262,6.678580348,6.267354148,8.259853863,8.000584278,8.812349885,8.767979591,6.797166087,6.814964825,7.584341846,7.617409154,9.041075205,9.189467618,8.386691795,8.603185735,6.528499927,6.637728163,5.79085439,5.959106692,5.088064825,5.342998896,3.12120817,3.340695619,2.215492961,2.411755856,1.510826969,1.831899204,1.155498655,1.808776888
74,51.36641736,48.63358264,54.259,2.953497442,-2.057265243,6.468775694,5.933207319,6.271536457,5.684802886,6.184111326,5.681942635,6.568751299,6.147141959,7.646755033,7.336751166,9.173383216,9.101252902,6.916691928,6.928836057,7.176342571,7.20697567,8.840669422,8.947520912,8.629031897,8.87091564,6.818878389,6.940822752,5.671594493,5.831226228,5.391209186,5.657429577,3.291951159,3.556949507,2.240598488,2.454348821,1.52945381,1.855067977,1.180265632,1.864807993
75,51.35651284,48.64348716,55.5,2.842870548,-2.169130106,6.42728352,5.91820501,6.288786646,5.695478689,6.126529759,5.607396431,6.443441403,6.008870926,7.178412359,6.828443964,9.254450947,9.146155365,7.15720858,7.160112061,6.879642521,6.906939465,8.561502362,8.637590367,8.779915028,9.026722602,7.116103846,7.257559841,5.670896884,5.823525154,5.56028067,5.831588837,3.530274238,3.831066325,2.298718057,2.536815691,1.540059474,1.877305081,1.186493704,1.906224191
76,51.3456204,48.6543796,56.736,2.775641769,-2.243779902,6.374759201,5.902973057,6.302111415,5.709695598,6.09716533,5.55947182,6.319594175,5.869957794,6.831819868,6.451939888,9.079673839,8.926822407,7.520793268,7.510158257,6.685844043,6.709267341,8.209986488,8.264009575,8.841172187,9.076205048,7.417149924,7.587995231,5.75341673,5.906365223,5.581378462,5.859831731,3.800803152,4.13727407,2.358660159,2.631036847,1.555656286,1.887825984,1.270015475,2.009170128
77,51.33365182,48.66634818,57.96,2.73966382,-2.264688494,6.30692456,5.86068777,6.309843422,5.728406583,6.091580487,5.535063253,6.202519998,5.737015677,6.611869827,6.21312806,8.628559159,8.423281763,8.025597975,7.998681802,6.583946248,6.604154621,7.785085367,7.826341874,8.822713791,9.025813363,7.735411934,7.943524575,5.931674777,6.086934564,5.484214553,5.759391484,4.14382096,4.510952402,2.430060067,2.748021156,1.564632846,1.897397206,1.341544029,2.101203845
78,51.32062604,48.67937396,59.152,2.503400504,-2.408696463,6.226298935,5.797798992,6.308436406,5.747523728,6.103473183,5.529168981,6.098533904,5.616052155,6.484417039,6.073866733,8.015491716,7.754961874,8.549579427,8.501577405,6.58737403,6.603480093,7.340395089,7.375617013,8.722842631,8.881705752,8.039117927,8.283784264,6.182381267,6.34421984,5.338650073,5.60166175,4.499996146,4.892560788,2.530305604,2.898065071,1.57704468,1.918043208,1.395661945,2.179912351
79,51.30650203,48.69349797,60.308,2.290177234,-2.516079661,6.131699227,5.720006794,6.296568722,5.76167994,6.123239065,5.535714505,6.020216498,5.519568909,6.38320575,5.96139077,7.426826173,7.116007842,8.910085033,8.833293813,6.711418553,6.720571088,6.954024745,6.984963849,8.541984883,8.657419658,8.284975686,8.552534303,6.46908791,6.643040802,5.248202942,5.495601747,4.783018038,5.193718266,2.684293477,3.098361202,1.604244539,1.964557571,1.426908761,2.24156894
80,51.29126284,48.70873716,61.428,2.066046718,-2.636355392,6.021874999,5.63078476,6.274339438,5.76471224,6.142917223,5.550440168,5.974030601,5.454289311,6.268070671,5.831646881,6.97907601,6.627830825,9.00013104,8.885727572,6.955054792,6.953014769,6.676537297,6.701806639,8.286294536,8.367742111,8.445410721,8.714793286,6.767114799,6.958220764,5.271578087,5.505370332,4.947771028,5.366458802,2.90216596,3.355486629,1.653548254,2.045046632,1.434084544,2.286628279
81,50.87630548,49.12369452,86.627,2.94585443,1.802530528,8.96427442,9.139006284,10.12375364,10.55499836,10.61799012,11.31753895,9.200202798,10.32984505,8.379807877,9.480483753,8.054695226,8.518567458,7.639979988,7.696630065,8.286649633,6.940284767,7.981783317,5.357713028,5.61902754,4.618870508,4.093064542,4.555401275,3.140315475,3.097601816,2.291809939,2.106138753,2.150587562,2.373619328,1.74428041,2.011693069,0.987218036,1.02261281,0.724559475,0.878994717
82,50.94906046,49.05093954,86.762,1.445551356,0.275256797,8.628924811,8.740325874,9.793229261,10.16238869,10.55469716,11.16457012,9.365898395,10.40854377,8.372682989,9.513013839,8.017474257,8.576622249,7.534721922,7.729749386,8.069060759,7.059472559,8.115410261,5.560055287,5.995745248,4.610728455,4.264484116,4.587813374,3.253908265,3.345130674,2.344237425,2.148406631,2.101108718,2.267136733,1.768456195,2.069424557,1.047523497,1.132690312,0.772436726,0.923927499
83,50.96920782,49.03079218,86.901,0.319346155,-0.896247905,8.217816607,8.279856665,9.469771952,9.777331711,10.40331638,10.9407701,9.596115691,10.5330212,8.391981658,9.541478215,7.970726114,8.653166589,7.516300194,7.781924715,7.821089034,7.127883676,8.147483887,5.817234717,6.437604506,4.649988791,4.452279311,4.537431101,3.367575093,3.625632522,2.446829657,2.261592458,2.04462856,2.132007796,1.783627909,2.107365748,1.120302698,1.268808814,0.812550748,0.964505183
84,50.94194967,49.05805033,87.042,0.107524544,-1.136826988,7.757408166,7.776457749,9.156190493,9.4022608,10.18327707,10.66198758,9.84256283,10.66558117,8.446994011,9.578860411,7.924716573,8.741466812,7.553020821,7.850468729,7.573043447,7.16434844,8.095774072,6.096750747,6.891450174,4.737515567,4.671328176,4.443311226,3.488963248,3.902646042,2.581600442,2.432009364,1.997565974,2.000136043,1.791365881,2.123730102,1.195919339,1.412540198,0.848819283,1.009929022
85,50.87780536,49.12219464,87.187,1.174653611,-0.117169566,7.445762389,7.410636037,8.834994989,9.021496753,9.914030028,10.34008892,10.01514235,10.73095052,8.537211865,9.629423787,7.884923075,8.816612696,7.5805652,7.916713193,7.354818476,7.188368135,7.976887913,6.339731942,7.265753062,4.863289379,4.935514354,4.357931263,3.623708633,4.117052918,2.71757729,2.634773443,1.979898414,1.914718492,1.788046368,2.109409102,1.259411899,1.536968799,0.885753699,1.071834617
86,50.79025831,49.20974169,87.334,3.03650089,1.714123741,7.548474087,7.420396408,8.48249813,8.615199045,9.598421735,9.97382446,10.04259693,10.66878916,8.64384654,9.679206036,7.843504365,8.852296924,7.548831844,7.95752834,7.174339759,7.20208912,7.79373639,6.50064208,7.49143172,5.011179992,5.237999836,4.3084611,3.768413554,4.228908792,2.832521225,2.846897706,1.998708895,1.897685639,1.769307152,2.058226217,1.301678993,1.624934869,0.92368884,1.153734117
87,50.6849452,49.3150548,87.484,5.075708824,3.712763344,7.972147906,7.643779869,8.535705644,8.543373691,9.405941345,9.707411767,9.873278208,10.48176099,8.686010463,9.765297929,7.820250152,8.912831627,7.539172933,8.003063874,7.062847364,7.188174851,7.488236932,6.526713391,7.470107811,5.139277612,5.481403998,4.246817236,3.849517682,4.173104959,2.873162151,3.011405718,2.00535378,1.901160842,1.690597358,1.913673608,1.282654225,1.61874654,0.963612049,1.223405499
88,50.57114789,49.42885211,87.636,6.425341558,5.029822887,8.5020986,8.01104932,8.645076235,8.488657313,9.252338384,9.475073269,9.647169478,10.21539671,8.726599196,9.812354458,7.744717076,8.932434891,7.476723284,8.047254439,7.023329922,7.176687557,7.160451329,6.496206683,7.336173841,5.286130042,5.747100989,4.220691207,3.927492771,4.043209403,2.903224424,3.185283258,2.045072949,1.959898903,1.607105746,1.75403024,1.259910057,1.59967441,0.995415717,1.295967897
89,50.46663158,49.53336842,87.79,6.734692314,5.305762168,9.125699541,8.490649783,8.801079052,8.446879323,9.133909722,9.281044591,9.406722295,9.914452992,8.738648169,9.792769748,7.63047485,8.921491774,7.36774907,8.084902401,7.018129419,7.165586176,6.844710298,6.436203701,7.11926544,5.421937673,5.984584967,4.227058748,4.014409705,3.88263098,2.930062665,3.336217222,2.099728561,2.056016629,1.532790456,1.608649753,1.235481385,1.567952102,1.016554405,1.365556404
